shear_rate,power_law,bingham,herschel_bulkley
0.1,0.099763115748444,2.03,1.1004754572603832
0.10473708979594494,0.10304818718125151,2.0314211269387834,1.103304750427307
0.10969857978923835,0.10644143180249332,2.0329095739367715,1.1062137137947223
0.11489510001873092,0.10994641161650798,2.0344685300056193,1.1092045907995838
0.12033778407775896,0.11356680591986773,2.0361013352233277,1.1122796880518935
0.12603829296797275,0.11730641516366157,2.0378114878903917,1.1154413771135945
0.1320088400831418,0.12116916494295778,2.0396026520249424,1.1186920963275548
0.13826221737646557,0.12515911011763484,2.0414786652129395,1.1220343526980547
0.14481182276745339,0.12928043906890577,2.043443546830236,1.1254707238242274
0.15167168884709228,0.1335374780960043,2.0455015066541278,1.1290038598879422
0.15885651294280528,0.1379346959576486,2.0476569538828415,1.1326364856976647
0.1663816886076129,0.14247670856304914,2.049914506582284,1.1363714027898726
0.174263338600965,0.1471682838173857,2.0522790015802896,1.1402114915896409
0.18251834943190434,0.15201434662683985,2.054755504829571,1.1441597136320718
0.19116440753857022,0.1570199840684363,2.057349322261571,1.1482191138462745
0.20022003718155845,0.16219045073012092,2.0600660111544675,1.1523928229036615
0.2097046401323233,0.16753117422668043,2.062911392039697,1.1566840596323704
0.21963853724165458,0.17304776089729418,2.065891561172496,1.1610961334996723
0.2300430119772918,0.17874600169069962,2.0690129035931877,1.165632447164285
0.2409403560239525,0.1846318782441476,2.0722821068071857,1.1702964991005538
0.2523539170434766,0.19071156916253099,2.075706175113043,1.1750918862965296
0.26430814869741054,0.19699145650427632,2.0792924446092234,1.18002230702802
0.2768286630392066,0.20347813248080765,2.083048598911762,1.1850915637107569
0.28994228538828765,0.2101784063766152,2.086982685616486,1.1903035658328767
0.30367711180354584,0.21709931169719304,2.091103133541064,1.1956623329699785
0.3180625692794119,0.22424811355234908,2.0954187707838234,1.2011719978850801
0.3331294787934673,0.23163231628263814,2.09993884363804,1.2068368097158704
0.3489101213406773,0.23925967133692333,2.104673036402203,1.212661137251707
0.3654383070957256,0.24713818540933594,2.1096314921287176,1.218649472302895
0.38274944785163123,0.2552761288441746,2.114824834355489,1.224806433164839
0.40088063288984654,0.26368204431756714,2.120264189866954,1.231136768179742
0.419870708444391,0.2723647558050082,2.1259612125333174,1.2376453593986014
0.439760360930272,0.2813333778441869,2.1319281082790815,1.2443372263463195
0.4605922041145106,0.2905973251028269,2.1381776612343533,1.2512175298928387
0.482410870416537,0.30016632226158363,2.144723261124961,1.2582915762332831
0.5052631065335681,0.31005041422237234,2.15157893196007,1.2655648209801769
0.5291978735958442,0.32025997665284345,2.158759362078753,1.2730428733708956
0.5542664520663105,0.330805726878074,2.166279935619893,1.2807315005935966
0.5805225516094898,0.3416987351309086,2.174156765482847,1.2886366322349623
0.6080224261649424,0.3529504361727591,2.1824067278494828,1.2967643648531872
0.6368249944718588,0.36457264129706296,2.1910474983415575,1.3051209666797379
0.6669919663030122,0.3765775507280001,2.2000975898909036,1.3137128824535071
0.6985879746785247,0.38897776642748294,2.2095763924035574,1.3225467383910972
0.7316807143427196,0.4017863053238649,2.219504214302816,1.3316293472970564
0.7663410868007459,0.415016612976253,2.2299023260402238,1.3409677138180212
0.8026433522257176,0.4286825776887684,2.240793005667715,1.3505690398448034
0.8406652885618325,0.44279854508957234,2.25219958656855,1.3604407300666008
0.8804883581643462,0.45737933318995977,2.2641465074493037,1.3705903976816052
0.9221978823334327,0.4724402479393302,2.2766593647000297,1.3810258702684175
0.9658832241158704,0.48799709929236357,2.289764967234761,1.3917551958227956
1.011637979766207,0.5040662178052672,2.3034913939298622,1.4027866489643914
1.059560179277616,0.5206644717785174,2.3178680537832848,1.414128737318265
1.1097524964120722,0.5378092849640871,2.3329257489236217,1.425790208076093
1.1623224686798523,0.5555186548557517,2.348696740603956,1.437780054742138
1.2173827277396614,0.5738111715816717,2.365214818321898,1.450107524069176
1.2750512407130135,0.592706037419081,2.382515372213904,1.4627821231897322
1.3354515629298989,0.6122230869515715,2.4006354688789697,1.475813626948128
1.3987131026472386,0.632382807890131,2.4196139307941715,1.4892120854389894
1.4649713983072856,0.6532063625797897,2.4394914194921857,1.5029878317580345
1.5343684089300125,0.6747156102144544,2.460310522679004,1.5171514899711132
1.6070528182616393,0.6969331297832473,2.482115845478492,1.5317139833076494
1.6831803533309566,0.71988224377244,2.504954105999287,1.5466865425848026
1.762914118095948,0.7435870426478614,2.5288742354287845,1.5620807148688463
1.8464249428955435,0.768072410143477,2.553927482868663,1.5779083723804397
1.933891750455231,0.7933640493826949,2.580167525136569,1.5941817216506675
2.0255019392306677,0.8194885098598053,2.6076505817692004,1.6109133129349018
2.12145178491063,0.8464732153098895,2.636435535473189,1.6281160498917508
2.2219468609395236,0.8743464924964497,2.666584058281857,1.6458031995345586
2.3272024789604084,0.9031376009469727,2.6981607436881223,1.663988402463126
2.4374441501222206,0.932876763667655,2.731233245036666,1.6826856833835517
2.552908068239518,0.9635951988695184,2.7658724204718554,1.701909461924298
2.6738416158399465,0.9953251527392288,2.802152484751984,1.721674563756829
2.800503894183631,1.028099933289018,2.8401511682550895,1.7419962320293956
2.933166278390044,1.0619539453212326,2.879949883517013,1.7628901391227823
3.0721129988617575,1.0969227265442314,2.921633899658527,1.784372398737088
3.217641750250737,1.1330429848775223,2.9652925250752213,1.806459578318858
3.370064329271928,1.170352636985317,3.0110192987815783,1.8291687118381486
3.52970730273065,1.2088908480789435,3.058912190819195,1.8525173129253885
3.6969127071950285,1.2486980730299002,3.1090738121585084,1.876523388378156
3.872038781812555,1.2898160988367102,3.1616116345437666,1.9012054520482962
4.05546073584083,1.3322880884901593,3.216638220752249,1.9265825391200875
4.247571552536899,1.3761586262829506,3.2742714657610694,1.9526742207904633
4.448782831127585,1.4214737646113593,3.3346348493382756,1.9795006193626223
4.659525668664682,1.4682810723179955,3.3978577005994044,2.0070824237646514
4.880251583654431,1.5166296846264382,3.464075475096329,2.035440905505146
5.111433483440168,1.566570354720154,3.53343004503205,2.0645979350781207
5.353566677410725,1.6181555070198361,3.606070003223217,2.0945759988298684
5.607169938205458,1.6714392922151073,3.6821509814616373,2.1253982163007734
5.872786613189483,1.7264776441083374,3.7618359839568445,2.157088358055456
6.150985788580501,1.7833283383302603,3.8452957365741502,2.1896708640149907
6.442363508721374,1.8420510529890222,3.932709052616412,2.2231708623053508
6.747544053110693,1.902707431316316,4.024263215933208,2.2576141886366
7.067181273927491,1.9653611463763863,4.120154382178248,2.2930274062277873
7.401959996915645,2.0300779679058065,4.220587999074693,2.3294378262929074
7.75259748862946,2.0969258313542105,4.325779246588838,2.3668735291037235
8.119844993184014,2.1659749091984475,4.435953497955204,2.405363385645706
8.504489341802678,2.2372976846050148,4.551346802540803,2.444937079883773
8.907354638610439,2.310969027518109,4.672206391583131,2.485625131655018
9.329304026284687,2.3870662732531516,4.798791207885406,2.5274589202060778
9.771241535346496,2.465669303678296,4.931372460603949,2.57047070839328
10.234114021054527,2.546860631069154,5.070234206316358,2.6146936675642563
10.718913192051275,2.6307254847247292,5.215673957615382,2.6601619031401897
11.226677735108137,2.7173519004355153,5.368003320532441,2.7069104809184354
11.758495540521569,2.8068308128976613,5.5275486621564704,2.7549754541158
12.315506032928262,2.8992561511702175,5.694651809878478,2.804393891173331
12.89890261253308,2.994724937275659,5.869670783759924,2.8552039043440667
13.509935211980265,3.0933373880472166,6.05298056359408,2.9074446790857875
14.149912974345758,3.195197020329881,6.244973892303728,2.9611565042814374
14.820207057988586,3.300410759645568,6.4460621173965755,3.016380803310525
15.52225357427048,3.4090890524364723,6.656676072281144,3.073160165995469
16.25755666443795,3.521345982004459,6.877266999331384,3.1315383814475175
17.027691722258997,3.637299388268183,7.108307516677699,3.1915604718375765
17.834308769319094,3.7570709914636704,7.350292630795728,3.253272727118004
18.67913599020783,3.880786519918181,7.603740797062349,3.316722740722118
19.56398343517065,4.008575842031515,7.869195030551194,3.3819594462689824
20.49074689815848,4.140573102603297,8.147224069447544,3.449033155301763
21.461411978584035,4.276916863649325,8.43842359357521,3.5179955960887543
22.47805833548725,4.417750249854851,8.743417500646174,3.588899953517016
23.54286414322418,4.563221098817414,9.062859242967253,3.661800910109361
24.658110758226037,4.713482116237006,9.397433227467811,3.736754688196356
25.826187606826775,4.8686910362164415,9.747856282048032,3.8138190932758422
27.049597304631344,5.029010786840208,10.114879191389402,3.893053558593414
28.330961018393243,5.1946096612056305,10.499288305517972,3.974519190978254
29.673024081888695,5.365661494085849,10.901907224566608,4.05827881796964
31.07866187782014,5.542345844410099,11.32359856334604,4.14439703627051
32.5508859983506,5.724848183752836,11.76526579950518,4.232940261565426
34.09285069746811,5.913360091029544,12.227855209240433,4.323976779741356
35.707859649004625,6.108079453603666,12.712357894701388,4.41757679955081
37.39937302478798,6.309210675015674,13.219811907436393,4.513812506757878
39.17101490809261,6.5169648895524395,13.751304472427782,4.612758119809013
41.026581058271944,6.731560183882071,14.307974317481582,4.714489947071415
42.970047043208396,6.95322182598691,14.891014112962518,4.819086445683222
45.005576757004974,7.182182501635011,15.501673027101491,4.926628282060845
47.13753134116724,7.418682558638287,16.141259402350173,5.037198394110141
49.37047852839004,7.6629702591537985,16.81114355851701,5.1508820551893875
51.70920242896761,7.915302040292987,17.51276072869028,5.267766939873408
54.158713780794706,8.175942783312431,18.24761413423841,5.3879431915695335
56.72426068491978,8.445166091668732,19.017278205475932,5.511503492037583
59.41133984965034,8.723254578229342,19.8234019548951,5.638543132867444
62.22570836730231,9.010500161940934,20.667712510190693,5.769160088969399
65.17339604882427,9.307204374266636,21.55201881464728,5.903455094133884
68.26071834272386,9.61367867571387,22.478215502817157,6.041531718718908
71.49428986597577,9.930244782785072,23.448286959792732,6.183496449525119
74.88103857590023,10.257235005694408,24.464311572770068,6.329458771920024
78.42822061337682,10.594992597205133,25.528466184013045,6.479531254274788
82.1434358491943,10.943872112953706,26.64303075475829,6.633829634778682
86.034644166845,11.304239783638883,27.810393250053497,6.792472910698133
90.11018251665018,11.676473899466583,29.033054754995053,6.955583430149251
94.37878277775381,12.06096520725394,30.313634833326145,7.123286986454539
98.84959046625586,12.458117320609556,31.654877139876756,7.295712915156638
103.53218432956626,12.868347143620449,33.05965529886988,7.472994193763867
108.43659686896109,13.292085308490439,34.530979060688324,7.655267544304518
113.57333583431051,13.729776627589429,36.07200075029315,7.842673538768946
118.95340673703195,14.181880560388123,37.686022021109586,8.035356707520876
124.58833642950081,14.648871695768197,39.37650092885024,8.233465650761378
130.4901978014403,15.13124025021445,41.14705934043209,8.43715315313164
136.67163564620074,15.629492582411707,43.00149069386022,8.646576301542812
143.14589375234786,16.144151724786756,44.94376812570436,8.861896606323814
149.92684327860457,16.675757932553324,46.97805298358137,9.083280125780604
157.02901247293775,17.224869250836296,49.10870374188132,9.310897594262828
164.46761779946644,17.792062100470705,51.34028533983993,9.544924553836797
172.25859653987874,18.377931883090294,53.67757896196362,9.785541489666187
180.41864093920717,18.983093606140862,56.125592281762145,10.032933969204958
188.96523396912096,19.60818252847454,58.68957019073628,10.287292785309821
197.91668678535575,20.253854827202563,61.375006035606724,10.548814103382577
207.29217795953718,20.920788286506756,64.18765338786116,10.817699612655883
217.11179456945052,21.609683009132635,67.13353837083515,11.094156681739067
227.39657523579274,22.32126215131108,70.21897257073782,11.378398518543955
238.16855519761583,23.056272681880078,73.45056655928475,11.6706443347141
249.45081352303166,23.815486166403254,76.83524405690949,11.971119514684094
261.2675225563329,24.599699577108552,80.38025676689986,12.280055789499533
273.6439997074672,25.409736129497077,84.09319991224015,12.597691415531509
286.606761694825,26.246446146500418,87.9820285084475,12.924271358223564
300.1835813575589,27.110707951093616,92.05507440726767,13.260047481012807
314.40354715915,28.003428788300575,96.32106414774499,13.605278739570794
329.29712550971516,28.92554577756012,100.78913765291455,13.960231381514134
344.896226040576,29.878026896452116,105.46886781217279,14.325179151738695
361.23426997094305,30.861871996816465,110.37028099128291,14.700403503535847
378.3462617131929,31.878113854331687,115.50387851395787,15.086193815653562
396.2688638701478,32.92781925265456,120.88065916104433,15.482847615469687
415.04047578504765,34.01209010325931,126.51214273551429,15.890670808449613
434.7013158125026,35.13206460215156,132.41039474375077,16.30997791406525
455.29350748669475,36.28891842467138,138.58805224600843,16.741092308357224
476.86116977144695,37.48386595963979,145.0583509314341,17.184346473327448
499.450511585514,38.71816158414388,151.83515347565418,17.64008225335428
